datetime,kwh,athome
2018-01-30 09:05:48.712856+00:00,2.34,1
2018-01-30 09:06:57.364741+00:00,0.12,1
2018-01-30 09:07:57.427125+00:00,2.25,1
2018-01-30 09:08:57.550812+00:00,1.83,1
2018-01-30 09:09:57.544878+00:00,2.34,1
2018-01-30 09:10:57.600777+00:00,2.28,1
2018-01-30 09:11:57.669318+00:00,2.34,1
2018-01-30 09:13:57.781486+00:00,2.37,1
2018-01-30 09:14:57.845859+00:00,2.43,1
2018-01-30 09:15:57.907786+00:00,2.28,1
2018-01-30 09:17:58.025273+00:00,2.4,1
2018-01-30 09:18:39.610580+00:00,0.09,1
2018-01-30 09:19:39.677557+00:00,0.81,1
2018-01-30 09:20:39.734508+00:00,0.3,1
2018-01-30 09:22:39.856350+00:00,0.24,1
2018-01-30 09:34:40.583557+00:00,0.18,0
2018-01-30 09:36:40.711755+00:00,0.24,0
2018-01-30 09:40:40.946819+00:00,0.18,0
2018-01-30 09:42:41.069179+00:00,0.39,0
2018-01-30 09:43:41.129913+00:00,2.22,0
2018-01-30 09:44:41.191531+00:00,2.28,0
2018-01-30 09:45:41.250405+00:00,2.25,0
2018-01-30 09:46:41.310531+00:00,2.4,0
2018-01-30 09:47:41.371491+00:00,2.34,0
2018-01-30 09:48:41.433191+00:00,2.31,0
2018-01-30 09:49:41.489194+00:00,2.49,0
2018-01-30 09:50:41.554916+00:00,2.4,0
2018-01-30 09:51:41.612955+00:00,2.31,0
2018-01-30 09:52:20.677371+00:00,0.06,0
2018-01-30 09:53:20.738614+00:00,2.22,0
2018-01-30 09:54:20.795190+00:00,2.16,0
2018-01-30 09:55:20.858797+00:00,2.28,0
2018-01-30 09:56:02.538140+00:00,0.06,0
2018-01-30 09:57:02.588326+00:00,2.19,0
2018-01-30 09:58:02.668986+00:00,2.31,0
2018-01-30 09:59:02.714737+00:00,2.4,0
2018-01-30 10:00:02.770354+00:00,2.49,0
2018-01-30 10:01:02.837859+00:00,2.25,0
2018-01-30 10:02:02.893131+00:00,2.49,0
2018-01-30 10:03:02.967397+00:00,2.37,0
2018-01-30 10:04:03.012037+00:00,2.43,0
2018-01-30 10:06:03.133608+00:00,2.13,0
2018-01-30 10:07:03.197431+00:00,0.3,0
2018-01-30 10:08:03.256529+00:00,0.36,0
2018-01-30 10:10:03.376321+00:00,0.3,0
2018-01-30 10:13:03.558676+00:00,0.24,0
2018-01-30 10:14:03.625326+00:00,0.3,0
2018-01-30 10:15:03.681208+00:00,0.24,0
2018-01-30 10:16:03.749490+00:00,0.3,0
2018-01-30 10:17:03.796838+00:00,0.24,0
2018-01-30 10:18:03.860742+00:00,0.3,0
2018-01-30 10:20:03.978709+00:00,0.24,0
2018-01-30 10:21:04.037216+00:00,0.3,0
2018-01-30 10:22:04.104468+00:00,0.24,0
2018-01-30 10:23:04.160980+00:00,0.3,0
2018-01-30 10:24:04.221645+00:00,0.24,0
2018-01-30 10:25:04.282323+00:00,0.3,0
2018-01-30 10:26:04.344315+00:00,0.24,0
2018-01-30 10:27:04.403895+00:00,0.3,0
2018-01-30 10:28:04.467246+00:00,0.24,0
2018-01-30 10:30:04.587936+00:00,0.18,0
2018-01-30 10:33:04.767488+00:00,0.12,0
2018-01-30 10:34:04.830017+00:00,0.18,0
2018-01-30 10:38:05.075776+00:00,0.12,0
2018-01-30 10:39:05.134786+00:00,0.18,0
2018-01-30 10:44:05.437308+00:00,0.12,0
2018-01-30 10:45:05.500067+00:00,0.18,0
2018-01-30 10:49:05.740664+00:00,0.12,0
2018-01-30 10:50:05.801392+00:00,0.18,0
2018-01-30 10:54:06.046207+00:00,0.12,0
2018-01-30 10:55:06.104802+00:00,0.18,0
2018-01-30 10:58:06.286421+00:00,0.12,0
2018-01-30 10:59:06.347068+00:00,0.18,0
2018-01-30 11:03:06.589360+00:00,0.12,0
2018-01-30 11:04:06.651681+00:00,0.18,0
2018-01-30 11:08:06.889702+00:00,0.12,0
2018-01-30 11:09:06.950435+00:00,0.18,0
2018-01-30 11:13:07.192937+00:00,0.12,0
2018-01-30 11:14:07.253738+00:00,0.18,0
2018-01-30 11:15:46.475320+00:00,0.0,0
2018-01-30 11:16:46.592487+00:00,0.18,0
2018-01-30 11:18:46.663038+00:00,0.12,0
2018-01-30 11:19:46.733095+00:00,0.18,0
2018-01-30 11:23:46.959711+00:00,0.12,0
2018-01-30 11:24:47.018423+00:00,0.18,0
2018-01-30 11:28:47.267371+00:00,0.15,0
2018-01-30 11:30:47.397888+00:00,0.18,0
2018-01-30 11:34:47.623748+00:00,0.12,0
2018-01-30 11:35:47.682811+00:00,0.18,0
2018-01-30 11:39:47.927466+00:00,0.12,0
2018-01-30 11:40:47.986468+00:00,0.18,0
2018-01-30 11:45:48.289276+00:00,0.24,0
2018-01-30 11:46:48.349803+00:00,0.3,0
2018-01-30 11:49:48.548734+00:00,0.24,0
2018-01-30 11:50:48.601110+00:00,0.3,0
2018-01-30 11:52:48.716971+00:00,0.24,0
2018-01-30 11:53:48.775494+00:00,0.3,0
2018-01-30 11:54:48.840165+00:00,0.24,0
2018-01-30 11:55:48.913009+00:00,0.3,0
2018-01-30 11:56:48.953196+00:00,0.24,0
2018-01-30 11:58:49.076268+00:00,0.3,0
2018-01-30 11:59:49.137299+00:00,0.24,0
2018-01-30 12:00:49.200486+00:00,0.3,0
2018-01-30 12:01:49.258069+00:00,0.24,0
2018-01-30 12:02:49.319199+00:00,0.3,0
2018-01-30 12:03:49.379003+00:00,0.24,0
2018-01-30 12:04:49.439787+00:00,0.3,0
2018-01-30 12:05:49.499106+00:00,0.24,0
2018-01-30 12:06:49.562226+00:00,0.3,0
2018-01-30 12:07:49.621861+00:00,0.24,0
2018-01-30 12:08:49.684138+00:00,0.3,0
2018-01-30 12:09:49.740794+00:00,0.24,0
2018-01-30 12:10:49.803317+00:00,0.3,0
2018-01-30 12:11:49.894261+00:00,0.24,0
2018-01-30 12:12:49.925908+00:00,0.3,0
2018-01-30 12:13:49.988204+00:00,0.24,0
2018-01-30 12:14:50.050608+00:00,0.3,0
2018-01-30 12:15:50.106305+00:00,0.24,0
2018-01-30 12:16:50.201110+00:00,0.3,0
2018-01-30 12:17:50.228315+00:00,0.24,0
2018-01-30 12:18:50.289244+00:00,0.3,0
2018-01-30 12:19:50.348828+00:00,0.24,0
2018-01-30 12:20:50.409632+00:00,0.3,0
2018-01-30 12:21:50.478840+00:00,0.24,0
2018-01-30 12:22:50.533456+00:00,0.3,0
2018-01-30 12:23:50.592238+00:00,0.24,0
2018-01-30 12:24:50.655170+00:00,0.3,0
2018-01-30 12:25:50.712903+00:00,0.24,0
2018-01-30 12:26:50.772490+00:00,0.3,0
2018-01-30 12:27:50.835119+00:00,0.24,0
2018-01-30 12:28:50.894175+00:00,0.3,0
2018-01-30 12:29:50.957270+00:00,0.24,0
2018-01-30 12:30:51.016086+00:00,0.18,0
2018-01-30 12:33:51.203640+00:00,0.12,0
2018-01-30 12:34:51.260706+00:00,0.18,0
2018-01-30 12:38:51.503995+00:00,0.12,0
2018-01-30 12:39:51.563928+00:00,0.18,0
2018-01-30 12:43:51.810910+00:00,0.12,0
2018-01-30 12:44:51.862897+00:00,0.18,0
2018-01-30 12:48:52.116725+00:00,0.12,0
2018-01-30 12:49:52.166982+00:00,0.18,0
2018-01-30 12:53:52.407224+00:00,0.12,0
2018-01-30 12:54:52.473256+00:00,0.18,0
2018-01-30 12:56:52.584644+00:00,0.12,0
2018-01-30 12:57:52.650303+00:00,0.18,0
2018-01-30 13:01:52.890802+00:00,0.12,0
2018-01-30 13:02:52.995273+00:00,0.18,0
2018-01-30 13:06:53.194459+00:00,0.12,0
2018-01-30 13:07:53.251076+00:00,0.18,0
2018-01-30 13:11:53.498088+00:00,0.12,0
2018-01-30 13:12:53.557264+00:00,0.18,0
2018-01-30 13:16:53.796019+00:00,0.12,0
2018-01-30 13:17:53.858534+00:00,0.18,0
2018-01-30 13:21:54.108056+00:00,0.12,0
2018-01-30 13:22:54.163970+00:00,0.18,0
2018-01-30 13:27:54.468561+00:00,0.12,0
2018-01-30 13:28:54.523529+00:00,0.18,0
2018-01-30 13:32:54.768394+00:00,0.12,0
2018-01-30 13:33:54.831582+00:00,0.18,0
2018-01-30 13:41:55.314509+00:00,0.15,0
2018-01-30 13:43:55.438226+00:00,0.18,0
2018-01-30 13:50:55.859328+00:00,0.12,0
2018-01-30 13:51:55.939261+00:00,0.24,0
2018-01-30 13:52:55.982483+00:00,0.3,0
2018-01-30 13:55:56.163365+00:00,0.24,0
2018-01-30 13:57:56.280963+00:00,0.3,0
2018-01-30 13:58:56.346718+00:00,0.24,0
2018-01-30 13:59:56.407249+00:00,0.3,0
2018-01-30 14:00:56.466041+00:00,0.27,0
2018-01-30 14:02:56.587733+00:00,0.3,0
2018-01-30 14:03:56.650913+00:00,0.24,0
2018-01-30 14:04:56.825659+00:00,0.3,0
2018-01-30 14:05:56.769387+00:00,0.24,0
2018-01-30 14:06:56.833151+00:00,0.3,0
2018-01-30 14:07:56.934425+00:00,0.24,0
2018-01-30 14:08:56.953066+00:00,0.3,0
2018-01-30 14:09:57.014024+00:00,0.24,0
2018-01-30 14:10:57.071663+00:00,0.3,0
2018-01-30 14:11:57.136581+00:00,0.24,0
2018-01-30 14:12:57.198020+00:00,0.3,0
2018-01-30 14:13:57.256819+00:00,0.24,0
2018-01-30 14:14:57.316402+00:00,0.3,0
2018-01-30 14:15:57.376971+00:00,0.24,0
2018-01-30 14:16:57.436954+00:00,0.3,0
2018-01-30 14:17:57.498743+00:00,0.24,0
2018-01-30 14:18:57.554526+00:00,0.3,0
2018-01-30 14:19:57.618910+00:00,0.24,0
2018-01-30 14:20:57.678301+00:00,0.3,0
2018-01-30 14:21:57.739541+00:00,0.24,0
2018-01-30 14:22:57.803802+00:00,0.3,0
2018-01-30 14:23:57.864976+00:00,0.24,0
2018-01-30 14:24:57.920896+00:00,0.3,0
2018-01-30 14:25:57.978833+00:00,0.24,0
2018-01-30 14:26:58.045849+00:00,0.3,0
2018-01-30 14:27:58.102412+00:00,0.24,0
2018-01-30 14:28:58.162683+00:00,0.3,0
2018-01-30 14:29:58.223342+00:00,0.24,0
2018-01-30 14:30:58.283941+00:00,0.3,0
2018-01-30 14:31:58.345902+00:00,0.24,0
2018-01-30 14:32:58.402490+00:00,0.3,0
2018-01-30 14:33:58.467279+00:00,0.24,0
2018-01-30 14:34:58.529644+00:00,0.3,0
2018-01-30 14:35:58.584845+00:00,0.24,0
2018-01-30 14:37:58.704991+00:00,0.18,0
2018-01-30 14:39:58.827121+00:00,0.12,0
2018-01-30 14:40:58.884596+00:00,0.18,0
2018-01-30 14:44:59.129597+00:00,0.12,0
2018-01-30 14:45:59.191266+00:00,0.18,0
2018-01-30 14:49:59.430656+00:00,0.12,0
2018-01-30 14:50:59.492590+00:00,0.18,0
2018-01-30 14:55:59.795604+00:00,0.12,0
2018-01-30 14:56:59.856363+00:00,0.18,0
2018-01-30 15:00:00.036890+00:00,0.12,0
2018-01-30 15:01:00.095994+00:00,0.18,0
2018-01-30 15:05:00.344491+00:00,0.12,0
2018-01-30 15:06:00.400493+00:00,0.18,0
2018-01-30 15:11:00.702758+00:00,0.12,0
2018-01-30 15:12:00.762912+00:00,0.18,0
2018-01-30 15:16:01.013649+00:00,0.12,0
2018-01-30 15:17:01.081389+00:00,0.18,0
2018-01-30 15:23:01.432763+00:00,0.12,0
2018-01-30 15:24:01.491602+00:00,0.18,0
2018-01-30 15:28:01.737121+00:00,0.12,0
2018-01-30 15:29:01.791490+00:00,0.18,0
2018-01-30 15:34:02.096853+00:00,0.12,0
2018-01-30 15:35:02.155748+00:00,0.18,0
2018-01-30 15:40:02.460960+00:00,0.12,0
2018-01-30 15:41:02.522441+00:00,0.18,0
2018-01-30 15:46:02.824801+00:00,0.12,0
2018-01-30 15:47:02.881343+00:00,0.18,0
2018-01-30 15:52:03.197044+00:00,0.12,0
2018-01-30 15:53:03.244908+00:00,0.18,0
2018-01-30 15:57:03.492767+00:00,0.12,0
2018-01-30 15:58:03.547847+00:00,0.18,0
2018-01-30 16:00:03.666181+00:00,0.12,0
2018-01-30 16:01:03.729371+00:00,0.18,0
2018-01-30 16:02:03.790662+00:00,0.3,0
2018-01-30 16:05:03.970407+00:00,0.24,0
2018-01-30 16:06:04.034101+00:00,0.3,0
2018-01-30 16:07:04.094756+00:00,0.24,0
2018-01-30 16:08:04.160032+00:00,0.3,0
2018-01-30 16:09:04.212322+00:00,0.24,0
2018-01-30 16:10:04.275060+00:00,0.3,0
2018-01-30 16:11:04.337352+00:00,0.27,0
2018-01-30 16:13:04.452923+00:00,0.3,0
2018-01-30 16:14:04.519680+00:00,0.24,0
2018-01-30 16:15:04.577436+00:00,0.3,0
2018-01-30 16:16:04.636113+00:00,0.24,0
2018-01-30 16:17:04.696416+00:00,0.3,0
2018-01-30 16:18:04.762597+00:00,0.24,0
2018-01-30 16:19:04.817629+00:00,0.3,0
2018-01-30 16:20:04.879869+00:00,0.24,0
2018-01-30 16:21:04.935491+00:00,0.3,0
2018-01-30 16:22:05.003061+00:00,0.24,0
2018-01-30 16:23:05.065615+00:00,0.3,0
2018-01-30 16:24:05.123962+00:00,0.24,0
2018-01-30 16:26:05.247894+00:00,0.3,0
2018-01-30 16:27:05.305147+00:00,0.24,0
2018-01-30 16:28:05.366314+00:00,0.3,0
2018-01-30 16:29:05.426537+00:00,0.24,0
2018-01-30 16:30:05.481123+00:00,0.3,0
2018-01-30 16:31:05.546677+00:00,0.24,0
2018-01-30 16:32:05.656323+00:00,0.3,0
2018-01-30 16:33:05.669497+00:00,0.24,0
2018-01-30 16:34:05.728572+00:00,0.3,0
2018-01-30 16:35:05.787593+00:00,0.24,0
2018-01-30 16:36:05.847488+00:00,0.3,0
2018-01-30 16:37:05.909906+00:00,0.24,0
2018-01-30 16:38:05.977641+00:00,0.3,0
2018-01-30 16:39:06.029403+00:00,0.24,0
2018-01-30 16:40:06.092799+00:00,0.3,0
2018-01-30 16:41:06.150147+00:00,0.24,0
2018-01-30 16:42:06.230855+00:00,0.3,0
2018-01-30 16:43:06.274332+00:00,0.24,0
2018-01-30 16:44:06.334056+00:00,0.3,0
2018-01-30 16:45:06.395563+00:00,0.24,0
2018-01-30 16:46:06.452600+00:00,0.3,0
2018-01-30 16:47:06.519276+00:00,0.36,0
2018-01-30 16:48:06.576734+00:00,0.24,0
2018-01-30 16:49:06.636971+00:00,0.3,0
2018-01-30 16:50:06.697754+00:00,0.24,0
2018-01-30 16:53:06.882383+00:00,0.3,0
2018-01-30 16:54:06.938859+00:00,0.24,0
2018-01-30 16:58:07.185525+00:00,0.3,0
2018-01-30 16:59:07.241354+00:00,0.24,0
2018-01-30 17:02:07.439507+00:00,0.3,0
2018-01-30 17:03:07.486397+00:00,0.24,0
2018-01-30 17:06:07.664759+00:00,0.3,0
2018-01-30 17:07:07.726357+00:00,0.24,0
2018-01-30 17:10:07.939469+00:00,0.3,0
2018-01-30 17:11:07.968439+00:00,0.24,0
2018-01-30 17:13:08.091310+00:00,0.3,0
2018-01-30 17:14:08.151046+00:00,0.24,0
2018-01-30 17:16:08.278456+00:00,0.3,0
2018-01-30 17:17:08.331415+00:00,0.24,0
2018-01-30 17:20:08.515387+00:00,0.3,0
2018-01-30 17:21:08.573333+00:00,0.24,0
2018-01-30 17:24:08.757905+00:00,0.3,0
2018-01-30 17:25:08.814429+00:00,0.24,0
2018-01-30 17:28:08.996973+00:00,0.3,0
2018-01-30 17:29:09.055240+00:00,0.24,0
2018-01-30 17:32:09.274065+00:00,0.3,0
2018-01-30 17:33:09.299100+00:00,0.24,0
2018-01-30 17:36:09.483210+00:00,0.3,0
2018-01-30 17:37:09.541553+00:00,0.24,0
2018-01-30 17:40:09.720629+00:00,0.3,0
2018-01-30 17:41:09.785344+00:00,0.24,0
2018-01-30 17:44:09.962252+00:00,0.3,0
2018-01-30 17:45:10.023696+00:00,0.24,0
2018-01-30 17:49:10.270019+00:00,0.3,0
2018-01-30 17:50:10.328524+00:00,0.24,0
2018-01-30 17:53:10.511442+00:00,0.3,0
2018-01-30 17:54:10.586759+00:00,0.24,0
2018-01-30 18:00:10.936889+00:00,0.3,0
2018-01-30 18:01:11.001254+00:00,0.24,0
2018-01-30 18:11:11.602453+00:00,0.3,0
2018-01-30 18:12:11.662479+00:00,0.36,0
2018-01-30 18:17:20.626661+00:00,0.0,0
2018-01-30 18:18:20.683691+00:00,0.36,0
2018-01-30 18:24:21.047998+00:00,0.3,0
2018-01-30 18:25:21.107131+00:00,0.36,0
2018-01-30 18:27:21.227052+00:00,0.42,0
2018-01-30 18:28:21.291098+00:00,0.48,0
2018-01-30 18:29:21.348660+00:00,0.54,0
2018-01-30 18:30:21.410421+00:00,0.48,0
2018-01-30 18:33:21.595272+00:00,0.54,1
2018-01-30 18:34:21.648825+00:00,0.48,2
2018-01-30 18:35:21.714746+00:00,0.54,2
2018-01-30 18:36:21.819110+00:00,0.48,2
2018-01-30 18:37:21.835775+00:00,0.54,2
2018-01-30 18:38:21.895490+00:00,0.48,2
2018-01-30 18:39:21.952297+00:00,0.57,2
2018-01-30 18:40:22.017602+00:00,0.54,2
2018-01-30 18:41:22.077019+00:00,0.48,2
2018-01-30 18:42:22.138367+00:00,0.54,2
2018-01-30 18:43:22.200633+00:00,0.48,2
2018-01-30 18:44:22.484461+00:00,0.54,2
2018-01-30 18:45:22.322285+00:00,0.48,2
2018-01-30 18:46:22.389751+00:00,0.54,2
2018-01-30 18:47:01.396278+00:00,0.18,2
2018-01-30 18:48:01.454982+00:00,4.08,2
2018-01-30 18:49:01.517123+00:00,4.17,2
2018-01-30 18:50:01.580206+00:00,4.26,2
2018-01-30 18:51:01.645211+00:00,1.62,2
2018-01-30 18:52:01.710336+00:00,1.95,2
2018-01-30 18:53:01.757330+00:00,2.01,2
2018-01-30 18:54:01.818502+00:00,1.92,2
2018-01-30 18:55:01.881853+00:00,1.95,2
2018-01-30 18:56:01.953681+00:00,1.92,2
2018-01-30 18:57:02.003583+00:00,1.83,2
2018-01-30 18:58:02.061376+00:00,1.2,2
2018-01-30 18:59:02.122822+00:00,0.6,2
2018-01-30 19:00:02.182573+00:00,0.57,2
2018-01-30 19:01:02.242802+00:00,0.63,2
2018-01-30 19:02:02.305251+00:00,0.6,2
2018-01-30 19:04:02.437369+00:00,0.54,2
2018-01-30 19:06:02.545137+00:00,0.6,1
2018-01-30 19:07:02.608518+00:00,0.54,1
2018-01-30 19:14:03.027292+00:00,0.48,1
2018-01-30 19:15:03.107201+00:00,0.42,1
2018-01-30 19:16:03.145197+00:00,0.48,1
2018-01-30 19:17:03.206858+00:00,0.42,1
2018-01-30 19:20:03.390378+00:00,0.48,1
2018-01-30 19:21:03.456000+00:00,0.42,1
2018-01-30 19:22:03.515007+00:00,0.45,1
2018-01-30 19:24:03.641866+00:00,0.42,1
2018-01-30 19:25:03.693469+00:00,0.48,1
2018-01-30 19:26:03.755014+00:00,0.42,1
2018-01-30 19:29:03.934351+00:00,0.66,2
2018-01-30 19:30:03.998764+00:00,1.74,2
2018-01-30 19:31:04.053379+00:00,1.47,2
2018-01-30 19:32:04.115595+00:00,0.96,2
2018-01-30 19:33:04.177749+00:00,1.77,2
2018-01-30 19:34:04.235133+00:00,1.38,2
2018-01-30 19:35:04.300363+00:00,0.42,2
2018-01-30 19:36:04.365884+00:00,0.48,2
2018-01-30 19:37:04.418858+00:00,0.42,2
2018-01-30 19:39:04.580641+00:00,0.48,2
2018-01-30 19:41:04.662513+00:00,0.42,2
2018-01-30 19:42:04.719449+00:00,0.48,2
2018-01-30 19:45:04.911120+00:00,0.42,2
2018-01-30 19:46:04.964965+00:00,0.48,2
2018-01-30 19:47:05.024673+00:00,0.42,2
2018-01-30 19:48:05.085897+00:00,0.48,2
2018-01-30 19:52:05.328337+00:00,0.42,2
2018-01-30 19:53:05.383440+00:00,0.48,2
2018-01-30 19:57:05.631410+00:00,0.54,2
2018-01-30 19:58:05.728884+00:00,0.66,2
2018-01-30 19:59:05.751296+00:00,0.6,2
2018-01-30 20:01:05.872747+00:00,0.57,1
2018-01-30 20:02:05.939121+00:00,0.63,1
2018-01-30 20:03:06.050764+00:00,0.6,1
2018-01-30 20:05:06.112909+00:00,0.57,1
2018-01-30 20:06:06.185601+00:00,0.63,1
2018-01-30 20:07:06.233188+00:00,0.54,1
2018-01-30 20:08:06.294386+00:00,0.6,1
2018-01-30 20:09:06.361942+00:00,0.54,1
2018-01-30 20:10:06.441669+00:00,0.6,1
2018-01-30 20:12:06.537495+00:00,0.57,1
2018-01-30 20:13:06.605263+00:00,0.63,1
2018-01-30 20:14:06.865770+00:00,0.54,1
2018-01-30 20:15:06.721984+00:00,0.6,1
2018-01-30 20:16:06.783733+00:00,0.54,1
2018-01-30 20:17:06.844287+00:00,0.63,1
2018-01-30 20:18:06.912335+00:00,0.54,1
2018-01-30 20:21:07.088442+00:00,0.6,2
2018-01-30 20:22:07.332975+00:00,0.54,2
2018-01-30 20:23:07.205935+00:00,0.57,2
2018-01-30 20:26:07.403236+00:00,0.63,2
2018-01-30 20:27:07.450136+00:00,0.54,2
2018-01-30 20:28:07.509541+00:00,0.63,2
2018-01-30 20:29:07.571895+00:00,0.57,2
2018-01-30 20:30:07.630147+00:00,0.54,2
2018-01-30 20:31:07.693740+00:00,0.6,2
2018-01-30 20:32:07.755189+00:00,0.54,2
2018-01-30 20:33:07.815646+00:00,0.6,2
2018-01-30 20:34:07.875870+00:00,0.54,2
2018-01-30 20:35:07.930709+00:00,0.6,2
2018-01-30 20:36:08.001883+00:00,0.54,2
2018-01-30 20:37:08.058938+00:00,0.6,2
2018-01-30 20:38:08.112039+00:00,0.54,2
2018-01-30 20:40:16.898403+00:00,0.0,2
2018-01-30 20:41:16.959334+00:00,0.54,2
2018-01-30 20:42:17.017364+00:00,0.48,2
2018-01-30 20:43:17.091681+00:00,0.45,2
2018-01-30 20:45:17.200704+00:00,0.48,2
2018-01-30 20:48:17.379567+00:00,0.42,2
2018-01-30 20:49:17.441783+00:00,0.48,2
2018-01-30 20:50:29.080936+00:00,0.0,2
2018-01-30 20:51:29.143946+00:00,0.42,2
2018-01-30 20:52:29.211683+00:00,0.48,1
2018-01-30 20:54:29.325903+00:00,0.42,1
2018-01-30 20:55:29.389857+00:00,0.48,1
2018-01-30 20:57:29.506204+00:00,0.42,1
2018-01-30 20:58:29.569202+00:00,0.48,1
2018-01-30 21:01:29.746135+00:00,0.42,1
2018-01-30 21:02:29.812692+00:00,0.48,1
2018-01-30 21:03:29.870268+00:00,0.42,1
2018-01-30 21:04:29.931487+00:00,0.48,1
2018-01-30 21:07:30.112269+00:00,0.51,1
2018-01-30 21:08:30.187078+00:00,0.48,1
2018-01-30 21:14:30.533728+00:00,0.42,1
2018-01-30 21:15:30.603349+00:00,0.48,1
2018-01-30 21:18:30.784572+00:00,0.51,1
2018-01-30 21:19:30.866038+00:00,0.48,1
2018-01-30 21:20:30.896075+00:00,0.54,1
2018-01-30 21:21:30.955898+00:00,0.57,1
2018-01-30 21:22:31.017817+00:00,0.54,1
2018-01-30 21:24:31.141624+00:00,0.6,1
2018-01-30 21:25:31.199939+00:00,0.54,1
2018-01-30 21:29:31.444254+00:00,0.6,1
2018-01-30 21:30:31.520140+00:00,0.54,1
2018-01-30 21:39:32.052532+00:00,0.6,2
2018-01-30 21:40:32.110767+00:00,0.57,2
2018-01-30 21:41:32.169106+00:00,0.54,2
2018-01-30 21:45:32.410117+00:00,0.48,2
2018-01-30 21:46:32.472760+00:00,0.54,2
2018-01-30 21:47:32.533466+00:00,0.57,2
2018-01-30 21:48:32.592080+00:00,0.6,2
2018-01-30 21:49:32.655326+00:00,0.72,2
2018-01-30 21:50:32.714409+00:00,0.66,2
2018-01-30 21:55:33.013748+00:00,0.6,2
2018-01-30 21:56:33.084132+00:00,0.69,2
2018-01-30 21:57:33.137483+00:00,0.6,2
2018-01-30 21:58:33.199290+00:00,0.63,2
2018-01-30 21:59:33.260430+00:00,0.66,2
2018-01-30 22:02:33.445059+00:00,0.6,2
2018-01-30 22:03:33.503652+00:00,0.69,2
2018-01-30 22:04:33.566199+00:00,0.6,2
2018-01-30 22:05:33.629768+00:00,0.48,2
2018-01-30 22:06:33.686245+00:00,0.42,2
2018-01-30 22:13:43.183313+00:00,0.06,2
2018-01-30 22:14:43.245542+00:00,0.36,2
2018-01-30 22:15:43.304384+00:00,0.42,2
2018-01-30 22:16:52.139199+00:00,0.0,2
2018-01-30 22:17:52.082035+00:00,0.42,2
2018-01-30 22:19:52.428168+00:00,0.36,2
2018-01-30 22:20:52.267253+00:00,0.3,2
2018-01-30 22:21:52.328948+00:00,0.36,2
2018-01-30 22:22:52.390995+00:00,0.3,2
2018-01-30 22:23:52.448882+00:00,0.36,2
2018-01-30 22:24:52.505620+00:00,0.3,2
2018-01-30 22:25:52.573335+00:00,0.24,2
2018-01-30 22:26:52.632492+00:00,0.3,2
2018-01-30 22:28:52.751296+00:00,0.24,2
2018-01-30 22:29:52.815542+00:00,0.3,2
2018-01-30 22:32:02.268667+00:00,0.0,2
2018-01-30 22:33:02.146100+00:00,0.24,2
2018-01-30 22:34:02.208641+00:00,0.18,2
2018-01-30 22:38:02.448486+00:00,0.15,2
2018-01-30 22:40:02.616794+00:00,0.18,2
2018-01-30 22:54:42.153447+00:00,0.0,2
2018-01-30 22:55:42.216675+00:00,0.18,2
2018-01-30 22:57:42.333794+00:00,0.12,2
2018-01-30 22:58:42.397432+00:00,0.18,2
2018-01-30 23:10:43.127228+00:00,0.12,2
2018-01-30 23:11:43.187474+00:00,0.18,2
2018-01-30 23:24:43.978458+00:00,0.12,2
2018-01-30 23:25:44.035879+00:00,0.18,2
2018-01-30 23:36:44.703193+00:00,0.12,2
2018-01-30 23:37:44.760299+00:00,0.18,2
2018-01-30 23:48:45.424214+00:00,0.3,2
2018-01-30 23:52:45.670257+00:00,0.24,2
2018-01-30 23:53:45.728744+00:00,0.3,2
2018-01-30 23:55:45.855756+00:00,0.24,2
2018-01-30 23:56:45.912091+00:00,0.3,2
2018-01-30 23:57:45.973428+00:00,0.24,2
2018-01-30 23:59:46.095221+00:00,0.3,2
2018-01-31 00:01:46.213262+00:00,0.24,2
2018-01-31 00:02:46.276557+00:00,0.3,2
2018-01-31 00:04:46.397846+00:00,0.24,2
2018-01-31 00:05:46.458672+00:00,0.3,2
2018-01-31 00:06:46.573411+00:00,0.24,2
2018-01-31 00:07:46.579969+00:00,0.3,2
2018-01-31 00:09:46.697613+00:00,0.24,2
2018-01-31 00:10:46.762376+00:00,0.3,2
2018-01-31 00:12:46.881628+00:00,0.24,2
2018-01-31 00:13:46.942280+00:00,0.3,2
2018-01-31 00:16:47.125402+00:00,0.24,2
2018-01-31 00:17:47.196660+00:00,0.3,2
2018-01-31 00:22:47.573956+00:00,0.24,2
2018-01-31 00:23:47.542972+00:00,0.3,2
2018-01-31 00:24:47.603813+00:00,0.24,2
2018-01-31 00:25:47.669867+00:00,0.3,2
2018-01-31 00:27:47.788288+00:00,0.24,2
2018-01-31 00:28:47.848736+00:00,0.3,2
2018-01-31 00:30:48.458429+00:00,0.24,2
2018-01-31 00:31:48.525168+00:00,0.3,2
2018-01-31 00:33:48.645604+00:00,0.24,2
2018-01-31 00:34:48.703852+00:00,0.3,2
2018-01-31 00:35:48.763397+00:00,0.18,2
2018-01-31 00:41:49.163098+00:00,0.12,2
2018-01-31 00:42:49.186586+00:00,0.18,2
2018-01-31 00:47:49.489578+00:00,0.12,2
2018-01-31 00:48:49.552617+00:00,0.18,2
2018-01-31 00:54:49.914263+00:00,0.12,2
2018-01-31 00:55:49.989637+00:00,0.18,2
2018-01-31 00:57:50.097922+00:00,0.12,2
