datetime,kwh,athome
2018-01-13 03:59:51.604546+00:00,0.27,0
2018-01-13 04:01:51.682829+00:00,0.3,0
2018-01-13 04:02:51.745961+00:00,0.24,0
2018-01-13 04:03:51.809552+00:00,0.3,0
2018-01-13 04:04:51.867138+00:00,0.24,0
2018-01-13 04:05:51.930340+00:00,0.3,0
2018-01-13 04:06:51.991927+00:00,0.24,0
2018-01-13 04:07:52.050013+00:00,0.3,0
2018-01-13 04:08:52.107492+00:00,0.24,0
2018-01-13 04:09:52.166553+00:00,0.3,0
2018-01-13 04:10:52.229665+00:00,0.24,0
2018-01-13 04:11:52.294222+00:00,0.3,0
2018-01-13 04:12:52.350061+00:00,0.24,0
2018-01-13 04:14:52.470658+00:00,0.18,0
2018-01-13 04:16:52.593472+00:00,0.12,0
2018-01-13 04:17:52.650630+00:00,0.18,0
2018-01-13 04:23:53.013076+00:00,0.12,0
2018-01-13 04:24:53.074871+00:00,0.18,0
2018-01-13 04:30:53.441179+00:00,0.12,0
2018-01-13 04:31:53.500049+00:00,0.18,0
2018-01-13 04:37:53.865341+00:00,0.12,0
2018-01-13 04:38:54.102630+00:00,0.18,0
2018-01-13 04:45:54.351342+00:00,0.12,0
2018-01-13 04:46:54.411836+00:00,0.18,0
2018-01-13 04:53:54.835798+00:00,0.12,0
2018-01-13 04:54:55.006958+00:00,0.18,0
2018-01-13 05:00:55.256843+00:00,0.12,0
2018-01-13 05:01:55.337510+00:00,0.18,0
2018-01-13 05:08:55.743316+00:00,0.12,0
2018-01-13 05:09:55.802930+00:00,0.18,0
2018-01-13 05:13:56.046242+00:00,0.12,0
2018-01-13 05:14:56.104402+00:00,0.18,0
2018-01-13 05:21:05.436000+00:00,0.0,0
2018-01-13 05:22:05.498072+00:00,0.18,0
2018-01-13 05:25:05.680260+00:00,0.12,0
2018-01-13 05:26:05.740934+00:00,0.18,0
2018-01-13 05:32:06.104049+00:00,0.12,0
2018-01-13 05:33:06.165976+00:00,0.18,0
2018-01-13 05:36:06.345876+00:00,0.24,0
2018-01-13 05:39:06.528444+00:00,0.3,0
2018-01-13 05:40:06.600885+00:00,0.24,0
2018-01-13 05:42:06.709988+00:00,0.42,0
2018-01-13 05:43:06.769066+00:00,0.36,0
2018-01-13 05:44:06.831955+00:00,0.42,0
2018-01-13 05:45:07.039661+00:00,0.36,0
2018-01-13 05:55:07.493862+00:00,0.42,0
2018-01-13 05:56:07.593818+00:00,0.36,0
2018-01-13 05:58:07.676420+00:00,0.33,0
2018-01-13 06:00:07.806536+00:00,0.36,0
2018-01-13 06:09:08.342153+00:00,0.3,0
2018-01-13 06:10:08.401517+00:00,0.36,0
2018-01-13 06:17:08.832113+00:00,0.3,0
2018-01-13 06:18:08.964557+00:00,0.36,0
2018-01-13 06:25:09.312236+00:00,0.24,0
2018-01-13 06:29:09.551478+00:00,0.3,0
2018-01-13 06:30:09.609339+00:00,0.24,0
2018-01-13 06:34:09.856164+00:00,0.3,0
2018-01-13 06:35:09.918958+00:00,0.24,0
2018-01-13 06:39:10.156610+00:00,0.3,0
2018-01-13 06:40:10.218760+00:00,0.24,0
2018-01-13 06:44:10.457250+00:00,0.3,0
2018-01-13 06:45:10.518765+00:00,0.24,0
2018-01-13 06:49:10.763684+00:00,0.3,0
2018-01-13 06:50:10.822269+00:00,0.24,0
2018-01-13 06:54:11.063488+00:00,0.3,0
2018-01-13 06:55:11.124308+00:00,0.24,0
2018-01-13 06:58:11.306065+00:00,0.3,0
2018-01-13 06:59:11.365807+00:00,0.24,0
2018-01-13 07:02:11.546897+00:00,0.3,0
2018-01-13 07:03:11.608397+00:00,0.24,0
2018-01-13 07:05:11.810620+00:00,0.3,0
2018-01-13 07:06:11.789359+00:00,0.24,0
2018-01-13 07:11:12.087524+00:00,0.3,0
2018-01-13 07:12:12.153393+00:00,0.24,0
2018-01-13 07:15:12.336973+00:00,0.3,0
2018-01-13 07:16:12.395105+00:00,0.24,0
2018-01-13 07:18:12.513768+00:00,0.3,0
2018-01-13 07:19:12.572993+00:00,0.24,0
2018-01-13 07:21:12.695861+00:00,0.3,0
2018-01-13 07:22:12.752282+00:00,0.24,0
2018-01-13 07:25:12.942144+00:00,0.3,0
2018-01-13 07:26:13.000084+00:00,0.24,0
2018-01-13 07:28:13.127973+00:00,0.3,0
2018-01-13 07:29:13.181392+00:00,0.24,0
2018-01-13 07:32:13.385085+00:00,0.3,0
2018-01-13 07:33:13.423763+00:00,0.24,0
2018-01-13 07:34:52.439294+00:00,0.0,0
2018-01-13 07:35:52.504114+00:00,0.24,0
2018-01-13 07:36:52.563184+00:00,0.3,0
2018-01-13 07:37:52.624652+00:00,0.24,0
2018-01-13 07:39:52.747195+00:00,0.3,0
2018-01-13 07:40:52.803264+00:00,0.24,0
2018-01-13 07:43:52.990264+00:00,0.3,0
2018-01-13 07:44:53.048960+00:00,0.24,0
2018-01-13 07:45:53.109193+00:00,0.33,0
2018-01-13 07:46:53.171250+00:00,0.42,0
2018-01-13 07:47:53.229097+00:00,0.36,0
2018-01-13 07:50:53.414034+00:00,0.42,0
2018-01-13 07:51:53.471140+00:00,0.36,0
2018-01-13 07:56:53.962371+00:00,0.3,0
2018-01-13 07:57:53.835157+00:00,0.36,0
2018-01-13 07:59:53.956588+00:00,0.3,0
2018-01-13 08:00:54.017573+00:00,0.36,0
2018-01-13 08:01:54.077369+00:00,0.24,0
2018-01-13 08:02:54.136015+00:00,0.3,0
2018-01-13 08:03:54.195392+00:00,0.24,0
2018-01-13 08:04:54.260760+00:00,0.3,0
2018-01-13 08:05:54.319696+00:00,0.24,0
2018-01-13 08:06:54.376220+00:00,0.3,0
2018-01-13 08:08:54.499924+00:00,0.18,0
2018-01-13 08:09:54.568336+00:00,0.3,0
2018-01-13 08:10:54.626650+00:00,0.24,0
2018-01-13 08:11:54.682266+00:00,0.3,0
2018-01-13 08:12:54.741075+00:00,0.27,0
2018-01-13 08:14:54.865230+00:00,0.3,0
2018-01-13 08:15:54.922872+00:00,0.24,0
2018-01-13 08:16:54.990485+00:00,0.3,0
2018-01-13 08:17:55.045902+00:00,0.24,0
2018-01-13 08:18:55.106973+00:00,0.3,0
2018-01-13 08:19:55.186444+00:00,0.24,0
2018-01-13 08:20:55.226069+00:00,0.3,0
2018-01-13 08:21:55.284257+00:00,0.24,0
2018-01-13 08:22:55.344392+00:00,0.3,0
2018-01-13 08:23:55.405409+00:00,0.24,0
2018-01-13 08:24:55.471481+00:00,0.3,0
2018-01-13 08:25:55.527259+00:00,0.24,0
2018-01-13 08:26:55.590404+00:00,0.3,0
2018-01-13 08:27:55.671018+00:00,0.18,0
2018-01-13 08:28:55.714536+00:00,0.12,0
2018-01-13 08:29:55.772960+00:00,0.18,0
2018-01-13 08:34:56.094438+00:00,0.12,0
2018-01-13 08:35:56.141610+00:00,0.18,0
2018-01-13 08:39:56.372732+00:00,0.12,0
2018-01-13 08:40:56.435625+00:00,0.18,0
2018-01-13 08:44:56.680282+00:00,0.12,0
2018-01-13 08:45:56.735854+00:00,0.18,0
2018-01-13 08:50:57.040105+00:00,0.12,0
2018-01-13 08:51:57.101317+00:00,0.18,0
2018-01-13 08:56:57.404002+00:00,0.12,0
2018-01-13 08:57:57.465250+00:00,0.18,0
2018-01-13 09:01:57.705559+00:00,0.12,0
2018-01-13 09:02:57.763650+00:00,0.18,0
2018-01-13 09:06:58.029790+00:00,0.12,0
2018-01-13 09:07:58.068074+00:00,0.18,0
2018-01-13 09:10:58.249026+00:00,0.15,0
2018-01-13 09:12:58.373691+00:00,0.18,0
2018-01-13 09:16:58.653954+00:00,0.12,0
2018-01-13 09:17:58.672798+00:00,0.18,0
2018-01-13 09:21:58.915038+00:00,0.12,0
2018-01-13 09:22:58.978107+00:00,0.18,0
2018-01-13 09:27:59.282115+00:00,0.12,0
2018-01-13 09:28:59.341425+00:00,0.18,0
2018-01-13 09:32:59.589253+00:00,0.12,0
2018-01-13 09:33:59.641921+00:00,0.18,0
2018-01-13 09:38:59.950403+00:00,0.12,0
2018-01-13 09:40:00.008514+00:00,0.18,0
2018-01-13 09:44:00.250152+00:00,0.12,0
2018-01-13 09:45:00.308658+00:00,0.18,0
2018-01-13 09:50:00.620016+00:00,0.12,0
2018-01-13 09:51:00.674215+00:00,0.18,0
2018-01-13 09:52:00.735936+00:00,0.36,0
2018-01-13 09:53:00.794929+00:00,0.3,0
2018-01-13 09:54:00.949311+00:00,0.24,0
2018-01-13 09:55:00.915573+00:00,0.3,0
2018-01-13 09:56:01.012426+00:00,0.24,0
2018-01-13 09:57:01.032011+00:00,0.3,0
2018-01-13 09:59:01.156294+00:00,0.24,0
2018-01-13 10:00:01.216776+00:00,0.3,0
2018-01-13 10:01:01.279624+00:00,0.24,0
2018-01-13 10:02:01.343341+00:00,0.3,0
2018-01-13 10:03:01.401730+00:00,0.24,0
2018-01-13 10:04:01.461705+00:00,0.3,0
2018-01-13 10:05:01.522841+00:00,0.24,0
2018-01-13 10:06:01.585743+00:00,0.3,0
2018-01-13 10:08:01.703115+00:00,0.24,0
2018-01-13 10:11:01.886357+00:00,0.3,0
2018-01-13 10:12:01.942789+00:00,0.24,0
2018-01-13 10:13:02.001373+00:00,0.3,0
2018-01-13 10:14:02.065851+00:00,0.24,0
2018-01-13 10:15:02.126535+00:00,0.3,0
2018-01-13 10:16:02.188082+00:00,0.24,0
2018-01-13 10:17:02.253821+00:00,0.3,0
2018-01-13 10:18:02.321207+00:00,0.24,0
2018-01-13 10:19:02.368085+00:00,0.3,0
2018-01-13 10:20:02.458755+00:00,0.24,0
2018-01-13 10:21:02.492891+00:00,0.3,0
2018-01-13 10:22:02.547767+00:00,0.24,0
2018-01-13 10:23:02.650512+00:00,0.3,0
2018-01-13 10:24:02.670680+00:00,0.24,0
2018-01-13 10:25:02.735585+00:00,0.3,0
2018-01-13 10:26:02.792938+00:00,0.24,0
2018-01-13 10:27:02.851922+00:00,0.3,0
2018-01-13 10:28:02.961996+00:00,0.24,0
2018-01-13 10:29:02.974351+00:00,0.3,0
2018-01-13 10:30:03.037556+00:00,0.24,0
2018-01-13 10:31:03.103618+00:00,0.3,0
2018-01-13 10:32:03.152114+00:00,0.24,0
2018-01-13 10:33:03.210932+00:00,0.3,0
2018-01-13 10:34:03.272203+00:00,0.24,0
2018-01-13 10:36:03.396625+00:00,0.18,0
2018-01-13 10:38:03.516441+00:00,0.12,0
2018-01-13 10:39:03.577654+00:00,0.18,0
2018-01-13 10:43:03.820508+00:00,0.12,0
2018-01-13 10:44:03.883797+00:00,0.18,0
2018-01-13 10:48:13.233015+00:00,0.0,0
2018-01-13 10:49:13.297635+00:00,0.18,0
2018-01-13 10:51:13.420045+00:00,0.12,0
2018-01-13 10:52:13.474517+00:00,0.18,0
2018-01-13 10:56:13.724666+00:00,0.12,0
2018-01-13 10:57:13.776109+00:00,0.18,0
2018-01-13 11:02:14.076434+00:00,0.12,0
2018-01-13 11:03:14.139960+00:00,0.18,0
2018-01-13 11:07:14.378852+00:00,0.12,0
2018-01-13 11:08:14.443446+00:00,0.18,0
2018-01-13 11:12:14.780179+00:00,0.12,0
2018-01-13 11:13:14.743688+00:00,0.18,0
2018-01-13 11:18:15.046111+00:00,0.12,0
2018-01-13 11:19:15.155749+00:00,0.18,0
2018-01-13 11:23:15.356716+00:00,0.12,0
2018-01-13 11:24:15.410836+00:00,0.18,0
2018-01-13 11:28:15.653794+00:00,0.12,0
2018-01-13 11:29:15.715672+00:00,0.18,0
2018-01-13 11:34:16.014119+00:00,0.12,0
2018-01-13 11:35:16.078504+00:00,0.18,0
2018-01-13 11:39:16.325676+00:00,0.12,0
2018-01-13 11:40:16.375139+00:00,0.18,0
2018-01-13 11:45:16.680963+00:00,0.12,0
2018-01-13 11:46:16.764771+00:00,0.18,0
2018-01-13 11:51:17.054942+00:00,0.12,0
2018-01-13 11:52:17.104190+00:00,0.18,0
2018-01-13 11:56:17.342799+00:00,0.12,0
2018-01-13 11:57:17.410206+00:00,0.18,0
2018-01-13 12:02:17.710216+00:00,0.12,0
2018-01-13 12:03:17.771905+00:00,0.18,0
2018-01-13 12:05:17.896657+00:00,0.36,0
2018-01-13 12:06:17.963501+00:00,0.3,0
2018-01-13 12:07:18.012455+00:00,0.24,0
2018-01-13 12:08:18.072355+00:00,0.3,0
2018-01-13 12:09:18.134537+00:00,0.24,0
2018-01-13 12:10:18.195056+00:00,0.3,0
2018-01-13 12:11:18.256647+00:00,0.24,0
2018-01-13 12:12:18.316471+00:00,0.3,0
2018-01-13 12:13:18.381720+00:00,0.24,0
2018-01-13 12:14:18.434326+00:00,0.3,0
2018-01-13 12:15:18.497874+00:00,0.24,0
2018-01-13 12:16:18.561359+00:00,0.3,0
2018-01-13 12:17:18.620953+00:00,0.24,0
2018-01-13 12:18:18.677437+00:00,0.3,0
2018-01-13 12:19:18.735152+00:00,0.24,0
2018-01-13 12:20:18.798540+00:00,0.3,0
2018-01-13 12:21:18.861833+00:00,0.24,0
2018-01-13 12:22:18.920458+00:00,0.3,0
2018-01-13 12:23:18.981112+00:00,0.24,0
2018-01-13 12:24:19.039385+00:00,0.3,0
2018-01-13 12:25:19.107960+00:00,0.24,0
2018-01-13 12:26:19.169395+00:00,0.3,0
2018-01-13 12:27:19.224031+00:00,0.24,0
2018-01-13 12:28:19.284151+00:00,0.3,0
2018-01-13 12:29:19.342249+00:00,0.24,0
2018-01-13 12:30:19.400907+00:00,0.3,0
2018-01-13 12:31:19.461628+00:00,0.24,0
2018-01-13 12:32:19.524502+00:00,0.3,0
2018-01-13 12:34:19.652227+00:00,0.24,0
2018-01-13 12:35:19.714598+00:00,0.3,0
2018-01-13 12:36:19.776972+00:00,0.24,0
2018-01-13 12:37:19.831776+00:00,0.3,0
2018-01-13 12:38:19.891769+00:00,0.24,0
2018-01-13 12:39:19.955454+00:00,0.3,0
2018-01-13 12:40:20.031632+00:00,0.24,0
2018-01-13 12:41:20.098337+00:00,0.3,0
2018-01-13 12:42:20.132620+00:00,0.24,0
2018-01-13 12:43:20.189281+00:00,0.3,0
2018-01-13 12:44:20.256438+00:00,0.27,0
2018-01-13 12:46:20.371780+00:00,0.24,0
2018-01-13 12:47:20.434919+00:00,0.3,0
2018-01-13 12:48:20.496364+00:00,0.24,0
2018-01-13 12:49:20.561014+00:00,0.3,0
2018-01-13 12:50:20.614060+00:00,0.24,0
2018-01-13 12:51:20.677949+00:00,0.3,0
2018-01-13 12:52:20.736603+00:00,0.18,0
2018-01-13 12:54:20.855198+00:00,0.12,0
2018-01-13 12:55:20.920098+00:00,0.18,0
2018-01-13 12:59:21.202250+00:00,0.12,0
2018-01-13 13:00:21.219022+00:00,0.18,0
2018-01-13 13:03:30.407653+00:00,0.0,0
2018-01-13 13:04:30.462798+00:00,0.18,0
2018-01-13 13:06:30.580954+00:00,0.12,0
2018-01-13 13:07:30.643871+00:00,0.18,0
2018-01-13 13:09:30.761973+00:00,0.12,0
2018-01-13 13:10:30.826865+00:00,0.18,0
2018-01-13 13:12:30.947293+00:00,0.12,0
2018-01-13 13:13:31.014800+00:00,0.18,0
2018-01-13 13:17:31.252263+00:00,0.12,0
2018-01-13 13:18:31.317615+00:00,0.18,0
2018-01-13 13:22:31.554378+00:00,0.12,0
2018-01-13 13:23:31.613761+00:00,0.18,0
2018-01-13 13:27:31.978577+00:00,0.12,0
2018-01-13 13:28:31.928524+00:00,0.18,0
2018-01-13 13:32:32.164568+00:00,0.12,0
2018-01-13 13:33:32.222780+00:00,0.18,0
2018-01-13 13:37:32.503408+00:00,0.12,0
2018-01-13 13:38:32.524290+00:00,0.18,0
2018-01-13 13:42:32.767684+00:00,0.12,0
2018-01-13 13:43:32.881230+00:00,0.18,0
2018-01-13 13:47:33.069605+00:00,0.12,0
2018-01-13 13:48:33.127351+00:00,0.18,0
2018-01-13 13:52:33.375570+00:00,0.12,0
2018-01-13 13:53:33.431458+00:00,0.18,0
2018-01-13 13:57:33.674096+00:00,0.12,0
2018-01-13 13:58:33.733278+00:00,0.18,0
2018-01-13 14:02:33.970631+00:00,0.15,0
2018-01-13 14:04:34.099499+00:00,0.18,0
2018-01-13 14:05:13.367482+00:00,0.0,0
2018-01-13 14:06:13.303791+00:00,0.18,0
2018-01-13 14:08:13.420695+00:00,0.12,0
2018-01-13 14:09:13.500575+00:00,0.18,0
2018-01-13 14:12:13.667144+00:00,0.12,0
2018-01-13 14:13:13.825817+00:00,0.18,0
2018-01-13 14:17:13.966668+00:00,0.12,0
2018-01-13 14:18:14.031248+00:00,0.18,0
2018-01-13 14:22:14.271610+00:00,0.12,0
2018-01-13 14:23:14.329007+00:00,0.18,0
2018-01-13 14:24:14.423581+00:00,0.3,0
2018-01-13 14:28:14.661085+00:00,0.24,0
2018-01-13 14:29:14.692813+00:00,0.3,0
2018-01-13 14:30:14.754855+00:00,0.24,0
2018-01-13 14:31:14.816188+00:00,0.3,0
2018-01-13 14:32:14.887718+00:00,0.24,0
2018-01-13 14:33:14.936103+00:00,0.3,0
2018-01-13 14:34:14.997199+00:00,0.24,0
2018-01-13 14:35:15.060624+00:00,0.3,0
2018-01-13 14:36:15.116353+00:00,0.24,0
2018-01-13 14:37:15.176508+00:00,0.3,0
2018-01-13 14:38:15.235913+00:00,0.24,0
2018-01-13 14:39:15.299901+00:00,0.3,0
2018-01-13 14:40:24.285486+00:00,0.0,0
2018-01-13 14:41:24.369637+00:00,0.3,0
2018-01-13 14:42:24.415960+00:00,0.24,0
2018-01-13 14:43:24.479154+00:00,0.3,0
2018-01-13 14:44:24.533530+00:00,0.24,0
2018-01-13 14:45:24.591828+00:00,0.3,0
2018-01-13 14:46:24.646039+00:00,0.24,0
2018-01-13 14:47:24.708858+00:00,0.3,0
2018-01-13 14:48:24.770216+00:00,0.24,0
2018-01-13 14:49:24.963258+00:00,0.3,0
2018-01-13 14:50:24.892814+00:00,0.24,0
2018-01-13 14:51:24.952722+00:00,0.3,0
2018-01-13 14:52:25.014393+00:00,0.24,0
2018-01-13 14:53:25.069587+00:00,0.3,0
2018-01-13 14:54:25.131396+00:00,0.24,0
2018-01-13 14:55:25.188373+00:00,0.3,0
2018-01-13 14:56:25.256219+00:00,0.24,0
2018-01-13 14:57:25.343650+00:00,0.27,0
2018-01-13 14:59:25.433161+00:00,0.24,0
2018-01-13 15:00:25.526689+00:00,0.3,0
2018-01-13 15:01:25.550814+00:00,0.24,0
2018-01-13 15:02:25.611487+00:00,0.3,0
2018-01-13 15:03:25.672988+00:00,0.24,0
2018-01-13 15:04:25.741013+00:00,0.3,0
2018-01-13 15:05:25.890879+00:00,0.24,0
2018-01-13 15:06:25.860154+00:00,0.3,0
2018-01-13 15:07:25.916636+00:00,0.24,0
2018-01-13 15:08:25.996569+00:00,0.3,0
2018-01-13 15:09:26.034422+00:00,0.24,0
2018-01-13 15:11:26.157521+00:00,0.18,0
2018-01-13 15:14:26.338380+00:00,0.12,0
2018-01-13 15:15:26.402007+00:00,0.18,0
2018-01-13 15:19:26.649553+00:00,0.12,0
2018-01-13 15:20:26.702038+00:00,0.18,0
2018-01-13 15:25:27.007269+00:00,0.3,0
2018-01-13 15:26:27.063299+00:00,0.24,0
2018-01-13 15:30:27.306123+00:00,0.18,0
2018-01-13 15:31:27.372357+00:00,0.12,0
2018-01-13 15:32:27.439083+00:00,0.18,0
2018-01-13 15:34:27.552203+00:00,0.24,0
2018-01-13 15:40:27.915188+00:00,0.18,0
2018-01-13 15:44:28.153447+00:00,0.24,0
2018-01-13 15:50:28.539787+00:00,0.18,0
2018-01-13 15:53:28.698286+00:00,0.12,0
2018-01-13 15:54:28.760626+00:00,0.24,0
2018-01-13 16:00:29.125523+00:00,0.18,0
2018-01-13 16:05:29.429739+00:00,0.24,1
2018-01-13 16:06:29.488486+00:00,0.36,1
2018-01-13 16:07:29.549775+00:00,0.42,1
2018-01-13 16:08:29.605808+00:00,0.48,1
2018-01-13 16:10:29.731164+00:00,0.42,1
2018-01-13 16:11:29.790435+00:00,0.48,1
2018-01-13 16:13:29.915226+00:00,0.45,1
2018-01-13 16:15:30.036925+00:00,0.48,1
2018-01-13 16:17:47.924484+00:00,0.18,1
2018-01-13 16:18:48.013048+00:00,3.93,1
2018-01-13 16:19:48.048513+00:00,3.99,1
2018-01-13 16:20:48.106955+00:00,3.93,1
2018-01-13 16:21:48.164757+00:00,1.44,1
2018-01-13 16:22:48.226689+00:00,0.51,1
2018-01-13 16:23:49.024976+00:00,0.42,1
2018-01-13 16:24:48.349383+00:00,0.48,1
2018-01-13 16:25:48.410234+00:00,0.54,1
2018-01-13 16:26:48.476845+00:00,0.6,1
2018-01-13 16:27:48.531131+00:00,0.66,1
2018-01-13 16:28:48.592704+00:00,0.69,1
2018-01-13 16:29:48.673574+00:00,0.6,1
2018-01-13 16:30:27.691204+00:00,0.15,1
2018-01-13 16:32:36.880907+00:00,3.75,1
2018-01-13 16:33:36.924983+00:00,2.73,1
2018-01-13 16:34:36.983456+00:00,0.48,1
2018-01-13 16:37:37.165079+00:00,0.42,1
2018-01-13 16:38:37.225119+00:00,0.48,1
2018-01-13 16:46:37.716177+00:00,0.42,1
2018-01-13 16:47:37.772090+00:00,0.48,1
2018-01-13 16:51:16.450931+00:00,0.06,1
2018-01-13 16:51:59.442283+00:00,0.0,1
2018-01-13 16:52:59.537612+00:00,0.48,1
2018-01-13 16:55:59.677662+00:00,0.42,1
2018-01-13 16:56:59.738179+00:00,0.48,1
2018-01-13 16:59:59.926610+00:00,0.42,1
2018-01-13 17:00:59.983177+00:00,0.48,1
2018-01-13 17:03:00.102218+00:00,0.42,1
2018-01-13 17:04:00.182190+00:00,0.48,1
2018-01-13 17:06:00.284498+00:00,0.42,1
2018-01-13 17:07:00.344115+00:00,0.48,1
2018-01-13 17:08:00.405592+00:00,0.42,1
2018-01-13 17:09:00.460589+00:00,0.36,1
2018-01-13 17:10:00.530162+00:00,0.3,1
2018-01-13 17:11:00.588448+00:00,0.36,1
2018-01-13 17:20:01.129335+00:00,0.3,1
2018-01-13 17:21:01.192419+00:00,0.36,1
2018-01-13 17:39:02.279822+00:00,0.3,1
2018-01-13 17:40:02.342030+00:00,0.36,1
2018-01-13 17:58:03.436316+00:00,0.3,1
2018-01-13 17:59:03.497581+00:00,0.36,1
2018-01-13 18:07:03.987796+00:00,0.3,1
2018-01-13 18:08:04.047652+00:00,0.36,1
2018-01-13 18:10:04.181941+00:00,0.3,1
2018-01-13 18:11:04.222530+00:00,0.36,1
2018-01-13 18:21:04.852281+00:00,0.54,1
2018-01-13 18:22:04.890185+00:00,0.48,1
2018-01-13 18:27:05.189091+00:00,0.51,1
2018-01-13 18:28:05.249801+00:00,0.48,1
2018-01-13 18:30:05.369493+00:00,0.42,1
2018-01-13 18:31:05.426116+00:00,0.48,1
2018-01-13 18:34:05.606267+00:00,0.42,1
2018-01-13 18:35:05.669208+00:00,0.51,1
2018-01-13 18:36:05.736765+00:00,0.48,1
2018-01-13 18:38:05.853428+00:00,0.42,1
2018-01-13 18:39:05.949229+00:00,0.48,1
2018-01-13 18:42:06.091844+00:00,0.45,1
2018-01-13 18:44:06.219493+00:00,0.48,1
2018-01-13 18:46:06.337847+00:00,0.42,1
2018-01-13 18:47:06.398477+00:00,0.48,1
2018-01-13 18:49:06.519031+00:00,0.45,1
2018-01-13 18:51:06.644853+00:00,0.48,1
2018-01-13 18:53:06.764139+00:00,0.42,1
2018-01-13 18:54:06.823000+00:00,0.48,1
2018-01-13 18:57:07.005371+00:00,0.42,1
2018-01-13 18:58:07.066583+00:00,0.48,1
2018-01-13 19:01:07.247467+00:00,0.42,1
2018-01-13 19:02:07.310957+00:00,0.36,1
2018-01-13 19:10:07.797207+00:00,0.3,1
2018-01-13 19:11:07.853890+00:00,0.36,1
2018-01-13 19:17:08.237998+00:00,0.39,1
2018-01-13 19:19:08.340915+00:00,0.36,1
2018-01-13 19:26:08.762679+00:00,0.42,1
2018-01-13 19:28:08.882742+00:00,0.36,1
2018-01-13 19:30:09.010430+00:00,0.42,1
2018-01-13 19:31:09.066665+00:00,0.36,1
2018-01-13 19:34:09.245387+00:00,0.42,1
2018-01-13 19:35:09.309064+00:00,0.36,1
2018-01-13 19:39:09.549983+00:00,0.42,1
2018-01-13 19:40:09.610237+00:00,0.36,1
2018-01-13 19:44:09.854596+00:00,0.42,1
2018-01-13 19:45:09.914232+00:00,0.36,1
2018-01-13 19:50:10.215633+00:00,0.42,1
2018-01-13 19:51:10.299001+00:00,0.36,1
2018-01-13 19:56:10.580894+00:00,0.42,1
2018-01-13 19:57:10.686162+00:00,0.36,1
2018-01-13 20:04:19.538132+00:00,0.0,1
2018-01-13 20:05:19.602009+00:00,0.42,1
2018-01-13 20:06:19.666958+00:00,0.36,1
2018-01-13 20:16:20.269531+00:00,0.54,1
2018-01-13 20:17:20.325188+00:00,0.48,1
2018-01-13 20:23:20.690234+00:00,0.42,1
2018-01-13 20:24:20.753757+00:00,0.48,1
2018-01-13 20:28:20.993661+00:00,0.42,1
2018-01-13 20:30:21.115249+00:00,0.36,1
2018-01-13 20:31:21.176244+00:00,0.42,1
2018-01-13 20:34:29.924769+00:00,0.18,1
2018-01-13 20:35:29.991412+00:00,3.87,1
2018-01-13 20:36:30.021018+00:00,3.78,1
2018-01-13 20:37:30.106333+00:00,2.91,1
2018-01-13 20:38:30.169609+00:00,0.48,1
2018-01-13 20:39:30.206083+00:00,0.36,1
2018-01-13 20:40:30.259393+00:00,0.42,1
2018-01-13 20:41:30.322770+00:00,0.36,1
2018-01-13 20:43:30.441476+00:00,0.42,1
2018-01-13 20:44:30.501634+00:00,0.36,1
2018-01-13 20:45:48.866237+00:00,0.0,1
2018-01-13 20:46:48.975815+00:00,0.42,1
2018-01-13 20:47:27.921167+00:00,0.06,1
2018-01-13 20:48:27.989428+00:00,0.42,1
2018-01-13 20:57:28.530214+00:00,0.36,1
2018-01-13 20:58:28.591022+00:00,0.3,1
2018-01-13 20:59:28.651261+00:00,0.36,1
2018-01-13 21:00:28.710074+00:00,0.3,1
2018-01-13 21:03:28.893148+00:00,0.36,1
2018-01-13 21:04:29.000648+00:00,0.3,1
2018-01-13 21:07:29.134036+00:00,0.36,1
2018-01-13 21:08:29.195411+00:00,0.3,1
2018-01-13 21:13:29.501259+00:00,0.36,1
2018-01-13 21:14:29.557633+00:00,0.3,1
2018-01-13 21:19:29.865384+00:00,0.36,1
2018-01-13 21:20:29.963156+00:00,0.3,1
2018-01-13 21:40:31.131078+00:00,0.36,1
2018-01-13 21:41:31.196221+00:00,0.3,1
2018-01-13 22:04:32.591204+00:00,0.36,1
2018-01-13 22:05:32.647831+00:00,0.3,1
2018-01-13 22:09:32.889940+00:00,0.42,1
2018-01-13 22:16:33.308540+00:00,0.36,1
2018-01-13 22:17:33.370006+00:00,0.42,1
2018-01-13 22:18:33.429768+00:00,0.36,1
2018-01-13 22:19:33.495718+00:00,0.42,1
2018-01-13 22:21:33.609000+00:00,0.3,1
2018-01-13 22:23:33.730963+00:00,0.36,1
2018-01-13 22:24:33.791649+00:00,0.3,1
2018-01-13 22:25:33.854755+00:00,0.36,1
2018-01-13 22:26:33.942057+00:00,0.3,1
2018-01-13 22:28:34.034756+00:00,0.36,1
2018-01-13 22:29:34.113342+00:00,0.3,1
2018-01-13 22:31:34.223675+00:00,0.36,1
2018-01-13 22:32:34.279715+00:00,0.3,1
2018-01-13 22:33:34.346837+00:00,0.36,1
2018-01-13 22:34:34.405130+00:00,0.3,1
2018-01-13 22:36:34.525264+00:00,0.36,1
2018-01-13 22:37:34.583810+00:00,0.3,1
2018-01-13 22:39:34.705161+00:00,0.36,1
2018-01-13 22:40:34.763373+00:00,0.3,1
2018-01-13 22:41:34.828149+00:00,0.36,1
2018-01-13 22:42:34.885576+00:00,0.3,1
